spp,sp_code,shpcode,DIVISION,FAMILY,GENUS,SPECIES,Ha,Ma,Ka,Oa,Mo,La,Ke,Ni,Pioneer,Envelope gap,GAP_Habitat,Substrate,Forest,Shrubland,Grassland,Alien_hab_comp,CCE_Area,Common Name,Conservation Status,Status.simplified,Native Status,Coastal,spp_old,family_old,genus_old,species_old,Status.simplified_old,Test spp,TEs,temp
Myrsine sandwicensis,694,Myrsand,Dicot,Primulaceae,Myrsine,sandwicensis,297,370,0,366,288,219,0,0,0,0,0,0,1,1,1,0,5779.4652,K?lea lau li‘i,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Myrsine sandwicensis,Myrsinaceae,Myrsine,sandwicensis,Apparently Secure,0,0,0
Myrsine vaccinioides,695,Myrvacc,Dicot,Primulaceae,Myrsine,vaccinioides,0,371,0,0,0,0,0,0,0,0,0,0,1,1,1,0,13.9734,K?lea,Endangered,Endangered,Endemic,Non_coastal,Myrsine vaccinioides,Myrsinaceae,Myrsine,vaccinioides,Endangered,0,1,0
Myrsine wawraea,696,Myrwawr,Dicot,Primulaceae,Myrsine,wawraea,0,0,381,0,0,0,0,0,0,0,0,0,1,1,1,0,116.9442,K?lea,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Myrsine wawraea,Myrsinaceae,Myrsine,wawraea,Apparently Secure,0,0,0
Nama sandwicensis,697,Namsand,Dicot,Boraginaceae,Nama,sandwicensis,298,372,382,367,289,220,0,57,0,0,0,0,1,1,1,1,1237.5216,Hinahina kahakai,Vulnerable,Vulnerable,Endemic,Coastal,Nama sandwicensis,Boraginaceae,Nama,sandwicensis,Vulnerable,0,0,0
Nephrolepis cordifolia,698,Nepcord,Pteridophyte,Nephrolepidaceae,Nephrolepis,cordifolia,299,373,383,368,290,221,0,0,1,0,0,0,1,1,1,1,5384.2779,Kupukupu lau li‘i,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Nephrolepis cordifolia,Nephrolepidaceae,Nephrolepis,cordifolia,Apparently Secure,0,0,0
Nephrolepis exaltata,699,Nepexal,Pteridophyte,Nephrolepidaceae,Nephrolepis,exaltata,300,374,384,369,291,222,0,58,0,0,0,0,1,1,1,1,7494.3432,Kupukupu,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Nephrolepis exaltata,Nephrolepidaceae,Nephrolepis,exaltata,Apparently Secure,0,0,0
Neraudia angulata,700,Nerangu,Dicot,Urticaceae,Neraudia,angulata,0,0,0,370,0,0,0,0,0,0,0,0,1,1,1,0,182.5974,None,Endangered,Endangered,Endemic,Non_coastal,Neraudia angulata,Urticaceae,Neraudia,angulata,Endangered,0,1,0
Neraudia kauaiensis,701,Nerkaua,Dicot,Urticaceae,Neraudia,kauaiensis,0,0,385,0,0,0,0,0,0,0,0,0,1,1,1,0,147.5226,None,Rare,Rare,Endemic,Non_coastal,Neraudia kauaiensis,Urticaceae,Neraudia,kauaiensis,Rare,0,0,0
Neraudia melastomifolia,702,Nermela,Dicot,Urticaceae,Neraudia,melastomifolia,0,375,386,371,292,0,0,0,0,0,0,0,1,1,1,0,1346.9427,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Neraudia melastomifolia,Urticaceae,Neraudia,melastomifolia,Apparently Secure,0,0,0
Neraudia ovata,703,Nerovat,Dicot,Urticaceae,Neraudia,ovata,301,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1377.8784,None,Endangered,Endangered,Endemic,Non_coastal,Neraudia ovata,Urticaceae,Neraudia,ovata,Endangered,0,1,0
Neraudia sericea,704,Nerseri,Dicot,Urticaceae,Neraudia,sericea,0,376,0,0,293,223,43,0,0,0,0,0,1,1,1,0,438.2343,None,Endangered,Endangered,Endemic,Non_coastal,Neraudia sericea,Urticaceae,Neraudia,sericea,Endangered,0,1,0
Sideroxylon polynesicum,705,Nespoly,Dicot,Sapotaceae,Sideroxylon,polynesicum,302,377,387,372,294,224,0,0,0,0,0,0,1,1,1,0,2759.9976,Ma‘aloa,Vulnerable,Vulnerable,Indigenous,Non_coastal,Nesoluma polynesicum,Sapotaceae,Nesoluma,polynesicum,Vulnerable,0,0,0
Nestegis sandwicensis,706,Nessand,Dicot,Oleaceae,Nestegis,sandwicensis,303,378,388,373,295,225,0,0,0,0,0,0,1,1,1,1,6541.3206,Olopua,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Nestegis sandwicensis,Oleaceae,Nestegis,sandwicensis,Apparently Secure,0,0,0
Nothocestrum breviflorum,707,Notbrev,Dicot,Solanaceae,Nothocestrum,breviflorum,304,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2717.7849,‘Aiea,Endangered,Endangered,Endemic,Non_coastal,Nothocestrum breviflorum,Solanaceae,Nothocestrum,breviflorum,Endangered,0,1,0
Nothocestrum latifolium,708,Notlati,Dicot,Solanaceae,Nothocestrum,latifolium,0,379,389,374,296,226,0,0,0,0,0,0,1,1,1,0,3225.771,‘Aiea,Rare,Rare,Endemic,Non_coastal,Nothocestrum latifolium,Solanaceae,Nothocestrum,latifolium,Rare,0,0,0
Nothocestrum longifolium,709,Notlong,Dicot,Solanaceae,Nothocestrum,longifolium,305,380,390,375,297,227,0,0,0,0,0,0,1,1,1,0,7171.0434,‘Aiea,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Nothocestrum longifolium,Solanaceae,Nothocestrum,longifolium,Apparently Secure,0,0,0
Nothocestrum peltatum,710,Notpelt,Dicot,Solanaceae,Nothocestrum,peltatum,0,0,391,0,0,0,0,0,0,0,0,0,1,1,1,0,70.0992,‘Aiea,Endangered,Endangered,Endemic,Non_coastal,Nothocestrum peltatum,Solanaceae,Nothocestrum,peltatum,Endangered,0,1,0
Dryopteris rubiginosum,711,Notrubi,Pteridophyte,Dryopteridaceae,Dryopteris,rubiginosum,306,381,392,376,298,228,0,0,0,0,0,0,1,1,1,0,2147.1732,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Nothoperanema rubiginosa,Dryopteridaceae,Nothoperanema,rubiginosa,Apparently Secure,0,0,0
Nototrichium divaricatum,712,Notdiva,Dicot,Amaranthaceae,Nototrichium,divaricatum,0,0,393,0,0,0,0,0,0,0,0,0,1,1,1,0,59.6295,Kulu‘?,Rare,Rare,Endemic,Non_coastal,Nototrichium divaricatum,Amaranthaceae,Nototrichium,divaricatum,Rare,0,0,0
Nototrichium humile,713,Nothumi,Dicot,Amaranthaceae,Nototrichium,humile,0,382,0,377,0,0,0,0,0,0,0,0,1,1,1,0,663.7158,Kulu‘?,Endangered,Endangered,Endemic,Non_coastal,Nototrichium humile,Amaranthaceae,Nototrichium,humile,Endangered,0,1,0
Nototrichium sandwicense,714,Notsand,Dicot,Amaranthaceae,Nototrichium,sandwicense,307,383,394,378,299,229,44,59,1,0,0,0,1,1,1,1,6560.5005,Kulu‘?,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Nototrichium sandwicense,Amaranthaceae,Nototrichium,sandwicense,Apparently Secure,0,0,0
Ochrosia compta,715,Ochcomp,Dicot,Apocynaceae,Ochrosia,compta,0,0,0,379,300,0,0,0,0,0,0,0,1,1,1,0,495.5535,H?lei,Rare,Rare,Endemic,Non_coastal,Ochrosia compta,Apocynaceae,Ochrosia,compta,Rare,0,0,0
Ochrosia haleakalae,716,Ochhale,Dicot,Apocynaceae,Ochrosia,haleakalae,308,384,0,0,0,0,0,0,0,0,0,0,1,1,1,0,830.7378,H?lei,Rare,Rare,Endemic,Non_coastal,Ochrosia haleakalae,Apocynaceae,Ochrosia,haleakalae,Rare,0,0,0
Ochrosia kauaiensis,717,Ochkaua,Dicot,Apocynaceae,Ochrosia,kauaiensis,0,0,395,0,0,0,0,0,0,0,0,0,1,1,1,0,86.8338,H?lei,Rare,Rare,Endemic,Non_coastal,Ochrosia kauaiensis,Apocynaceae,Ochrosia,kauaiensis,Rare,0,0,0
Ochrosia kilaueaensis,718,Ochkila,Dicot,Apocynaceae,Ochrosia,kilaueaensis,309,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,149.4765,H?lei,Extinct,Extinct,Endemic,Non_coastal,Ochrosia kilaueaensis,Apocynaceae,Ochrosia,kilaueaensis,Extinct,0,0,0
Ophioderma pendulum,719,Ophpend,Pteridophyte,Ophioglossaceae,Ophioderma,pendulum,310,385,396,380,301,230,0,0,0,0,0,0,1,1,1,0,4719.6342,Puapua moa,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Ophioderma pendulum,Ophioglossaceae,Ophioderma,pendulum,Apparently Secure,0,0,0
Ophioglossum petiolatum,720,Ophpeti,Pteridophyte,Ophioglossaceae,Ophioglossum,petiolatum,311,386,397,381,0,231,0,0,0,0,0,0,1,1,1,0,2598.3477,Adder's tongue,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Ophioglossum petiolatum,Ophioglossaceae,Ophioglossum,petiolatum,Apparently Secure,0,0,0
Ophioglossum polyphyllum,721,Ophpoly,Pteridophyte,Ophioglossaceae,Ophioglossum,polyphyllum,312,387,398,382,302,232,45,0,0,0,0,0,1,1,1,0,1703.3463,Pololei,Apparently Secure,Apparently Secure,Indigenous,Coastal,Ophioglossum polyphyllum,Ophioglossaceae,Ophioglossum,polyphyllum,Apparently Secure,0,0,0
Oreobolus furcatus,722,Orefurc,Monocot,Cyperaceae,Oreobolus,furcatus,313,388,399,383,303,0,0,0,0,0,0,0,1,1,1,0,3150.6039,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Oreobolus furcatus,Cyperaceae,Oreobolus,furcatus,Apparently Secure,0,0,0
Osteomeles anthyllidifolia,723,Ostanth,Dicot,Rosaceae,Osteomeles,anthyllidifolia,314,389,400,384,304,233,46,0,1,0,0,0,1,1,1,1,9524.943,‘?lei,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Osteomeles anthyllidifolia,Rosaceae,Osteomeles,anthyllidifolia,Apparently Secure,0,0,0
Pandanus tectorius,724,Pantect,Monocot,Pandanaceae,Pandanus,tectorius,315,390,401,385,305,234,0,60,1,0,0,0,1,1,1,1,5937.7923,Hala,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Pandanus tectorius,Pandanaceae,Pandanus,tectorius,Apparently Secure,0,0,0
Panicum beecheyi,725,Panbeec,Monocot,Poaceae,Panicum,beecheyi,0,391,402,386,0,0,0,0,0,0,0,0,1,1,1,0,503.8983,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Panicum beecheyi,Poaceae,Panicum,beecheyi,Apparently Secure,0,0,0
Panicum fauriei,726,Panfaur,Monocot,Poaceae,Panicum,fauriei,316,392,403,387,306,235,47,0,0,0,0,0,1,1,1,1,3350.0844,None,"Apparently Secure, including endangered variety",Apparently Secure,Endemic,Non_coastal,Panicum fauriei,Poaceae,Panicum,fauriei,Apparently Secure,0,0,0
Panicum konaense,727,Pankona,Monocot,Poaceae,Panicum,konaense,317,393,404,0,307,0,0,0,0,0,0,0,1,1,1,0,4365.954,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Panicum konaense,Poaceae,Panicum,konaense,Apparently Secure,0,0,0
Panicum lineale,728,Panline,Monocot,Poaceae,Panicum,lineale,0,0,405,0,0,0,0,0,0,0,0,0,1,1,1,0,518.4279,None,Rare,Rare,Endemic,Non_coastal,Panicum lineale,Poaceae,Panicum,lineale,Rare,0,0,0
Panicum longivaginatum,729,Panlong,Monocot,Poaceae,Panicum,longivaginatum,318,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,27.8217,None,Rare,Rare,Endemic,Non_coastal,Panicum longivaginatum,Poaceae,Panicum,longivaginatum,Rare,0,0,0
Panicum nephelophilum,730,Panneph,Monocot,Poaceae,Panicum,nephelophilum,319,394,406,388,308,236,0,0,0,0,0,0,1,1,1,0,1286.1459,Konakona,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Panicum nephelophilum,Poaceae,Panicum,nephelophilum,Apparently Secure,0,0,0
Panicum niihauense,731,Panniih,Monocot,Poaceae,Panicum,niihauense,0,0,407,0,0,0,0,61,0,0,0,0,1,1,1,1,232.2198,Lau‘ehu,Endangered,Endangered,Endemic,Coastal,Panicum niihauense,Poaceae,Panicum,niihauense,Endangered,0,1,0
Panicum pellitum,732,Panpell,Monocot,Poaceae,Panicum,pellitum,320,395,0,0,0,237,0,62,0,0,0,0,1,1,1,0,6855.273,K?i‘oi‘o,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Panicum pellitum,Poaceae,Panicum,pellitum,Apparently Secure,0,0,0
Panicum ramosius,733,Panramo,Monocot,Poaceae,Panicum,ramosius,0,0,0,0,309,238,48,0,0,0,0,0,1,1,1,0,298.4553,None,Rare,Rare,Endemic,Coastal,Panicum ramosius,Poaceae,Panicum,ramosius,Rare,0,0,0
Panicum tenuifolium,734,Pantenu,Monocot,Poaceae,Panicum,tenuifolium,321,396,408,389,310,239,0,0,0,0,0,0,1,1,1,0,6571.4292,Mountain pili,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Panicum tenuifolium,Poaceae,Panicum,tenuifolium,Apparently Secure,0,0,0
Panicum torridum,735,Pantorr,Monocot,Poaceae,Panicum,torridum,322,397,409,390,311,240,49,63,0,0,0,0,1,1,1,1,3253.8393,K?konakona,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Panicum torridum,Poaceae,Panicum,torridum,Apparently Secure,0,0,0
Panicum xerophilum,736,Panxero,Monocot,Poaceae,Panicum,xerophilum,323,398,0,391,312,241,50,64,0,0,0,0,1,1,1,0,4297.599,K?konakona,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Panicum xerophilum,Poaceae,Panicum,xerophilum,Apparently Secure,0,0,0
Paspalum scrobiculatum,737,Passcro,Monocot,Poaceae,Paspalum,scrobiculatum,324,399,410,392,313,0,0,0,1,0,0,0,1,1,1,0,5342.4828,Mau‘u laiki,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Paspalum scrobiculatum,Poaceae,Paspalum,scrobiculatum,Apparently Secure,0,0,0
Pellaea ternifolia,738,Peltern,Pteridophyte,Pteridaceae,Pellaea,ternifolia,325,400,411,393,314,242,0,0,1,0,0,0,1,1,1,0,7167.5559,Kalamoho lau li‘i,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Pellaea ternifolia,Pteridaceae,Pellaea,ternifolia,Apparently Secure,0,0,0
Peperomia alternifolia,739,Pepalte,Dicot,Piperaceae,Peperomia,alternifolia,0,401,0,0,315,243,0,0,0,0,0,0,1,1,1,0,127.0926,‘Ala‘ala wai nui,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Peperomia alternifolia,Piperaceae,Peperomia,alternifolia,Apparently Secure,0,0,0
Peperomia blanda,740,Pepblan,Dicot,Piperaceae,Peperomia,blanda,326,402,412,394,316,244,0,65,1,0,0,0,1,1,1,1,12407.1642,‘Ala‘ala wai nui,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Peperomia blanda,Piperaceae,Peperomia,blanda,Apparently Secure,0,0,0
Peperomia cookiana,741,Pepcook,Dicot,Piperaceae,Peperomia,cookiana,327,403,413,0,317,0,0,0,0,0,0,0,1,1,1,0,7001.8569,‘Ala‘ala wai nui,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Peperomia cookiana,Piperaceae,Peperomia,cookiana,Apparently Secure,0,0,0
Peperomia eekana,742,Pepeeka,Dicot,Piperaceae,Peperomia,eekana,0,404,0,0,318,0,0,0,0,0,0,0,1,1,1,0,710.2818,‘Ala‘ala wai nui,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Peperomia eekana,Piperaceae,Peperomia,eekana,Apparently Secure,0,0,0
Peperomia ellipticibacca,743,Pepelli,Dicot,Piperaceae,Peperomia,ellipticibacca,0,0,0,395,0,0,0,0,0,0,0,0,1,1,1,0,22.4082,‘Ala‘ala wai nui,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Peperomia ellipticibacca,Piperaceae,Peperomia,ellipticibacca,Apparently Secure,0,0,0
Peperomia expallescens,744,Pepexpa,Dicot,Piperaceae,Peperomia,expallescens,0,405,0,0,319,0,0,0,0,0,0,0,1,1,1,0,199.8099,‘Ala‘ala wai nui,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Peperomia expallescens,Piperaceae,Peperomia,expallescens,Apparently Secure,0,0,0
Peperomia globulanthera,745,Pepglob,Dicot,Piperaceae,Peperomia,globulanthera,0,406,0,0,0,0,0,0,0,0,0,0,1,1,1,0,163.9665,‘Ala‘ala wai nui,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Peperomia globulanthera,Piperaceae,Peperomia,globulanthera,Apparently Secure,0,0,0
Peperomia hesperomannii,746,Pephesp,Dicot,Piperaceae,Peperomia,hesperomannii,0,0,414,0,0,0,0,0,0,0,0,0,1,1,1,0,217.4634,‘Ala‘ala wai nui,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Peperomia hesperomannii,Piperaceae,Peperomia,hesperomannii,Apparently Secure,0,0,0
Peperomia hirtipetiola,747,Pephirt,Dicot,Piperaceae,Peperomia,hirtipetiola,0,407,415,0,0,245,0,0,0,0,0,0,1,1,1,0,514.1628,‘Ala‘ala wai nui,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Peperomia hirtipetiola,Piperaceae,Peperomia,hirtipetiola,Apparently Secure,0,0,0
Peperomia hypoleuca,748,Pephypo,Dicot,Piperaceae,Peperomia,hypoleuca,328,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3598.5906,‘Ala‘ala wai nui,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Peperomia hypoleuca,Piperaceae,Peperomia,hypoleuca,Apparently Secure,0,0,0
Peperomia kipahuluensis,749,Pepkipa,Dicot,Piperaceae,Peperomia,kipahuluensis,0,408,0,0,0,0,0,0,0,0,0,0,1,1,1,0,203.958,‘Ala‘ala wai nui,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Peperomia kipahuluensis,Piperaceae,Peperomia,kipahuluensis,Apparently Secure,0,0,0
Peperomia kokeana,750,Pepkoke,Dicot,Piperaceae,Peperomia,kokeana,0,0,416,0,0,0,0,0,0,0,0,0,1,1,1,0,220.0815,‘Ala‘ala wai nui,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Peperomia kokeana,Piperaceae,Peperomia,kokeana,Apparently Secure,0,0,0
Peperomia latifolia,751,Peplati,Dicot,Piperaceae,Peperomia,latifolia,329,409,417,396,320,246,0,0,0,0,0,0,1,1,1,0,5595.7896,‘Ala‘ala wai nui,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Peperomia latifolia,Piperaceae,Peperomia,latifolia,Apparently Secure,0,0,0
Peperomia ligustrina,752,Pepligu,Dicot,Piperaceae,Peperomia,ligustrina,330,410,0,0,321,0,0,0,0,0,0,0,1,1,1,0,1645.6626,‘Ala‘ala wai nui,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Peperomia ligustrina,Piperaceae,Peperomia,ligustrina,Apparently Secure,0,0,0
Peperomia macraeana,753,Pepmacr,Dicot,Piperaceae,Peperomia,macraeana,331,411,0,397,322,247,0,0,0,0,0,0,1,1,1,0,7824.3291,‘Ala‘ala wai nui,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Peperomia macraeana,Piperaceae,Peperomia,macraeana,Apparently Secure,0,0,0
Peperomia mauiensis,754,Pepmaui,Dicot,Piperaceae,Peperomia,mauiensis,0,412,0,0,323,248,0,0,0,0,0,0,1,1,1,0,280.0539,‘Ala‘ala wai nui,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Peperomia mauiensis,Piperaceae,Peperomia,mauiensis,Apparently Secure,0,0,0
Peperomia membranacea,755,Pepmemb,Dicot,Piperaceae,Peperomia,membranacea,332,413,418,398,324,0,0,0,0,0,0,0,1,1,1,0,6148.3689,‘Ala‘ala wai nui,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Peperomia membranacea,Piperaceae,Peperomia,membranacea,Apparently Secure,0,0,0
Peperomia oahuensis,756,Pepoahu,Dicot,Piperaceae,Peperomia,oahuensis,0,0,419,399,0,0,0,0,0,0,0,0,1,1,1,0,807.8319,‘Ala‘ala wai nui,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Peperomia oahuensis,Piperaceae,Peperomia,oahuensis,Apparently Secure,0,0,0
Peperomia obovatilimba,757,Pepobov,Dicot,Piperaceae,Peperomia,obovatilimba,333,414,0,0,0,0,0,0,0,0,0,0,1,1,1,0,878.7537,‘Ala‘ala wai nui,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Peperomia obovatilimba,Piperaceae,Peperomia,obovatilimba,Apparently Secure,0,0,0
Peperomia remyi,758,Pepremy,Dicot,Piperaceae,Peperomia,remyi,334,415,420,400,325,249,0,0,0,0,0,0,1,1,1,1,8602.6086,‘Ala‘ala wai nui,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Peperomia remyi,Piperaceae,Peperomia,remyi,Apparently Secure,0,0,0
Peperomia rockii,759,Peprock,Dicot,Piperaceae,Peperomia,rockii,0,0,0,0,326,0,0,0,0,0,0,0,1,1,1,0,60.3657,‘Ala‘ala wai nui,Rare,Rare,Endemic,Non_coastal,Peperomia rockii,Piperaceae,Peperomia,rockii,Rare,0,0,0
Peperomia sandwicensis,760,Pepsand,Dicot,Piperaceae,Peperomia,sandwicensis,0,0,421,401,327,0,0,0,0,0,0,0,1,1,1,0,1120.4019,‘Ala‘ala wai nui,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Peperomia sandwicensis,Piperaceae,Peperomia,sandwicensis,Apparently Secure,0,0,0
Peperomia subpetiolata,761,Pepsubp,Dicot,Piperaceae,Peperomia,subpetiolata,0,416,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.9197,‘Ala‘ala wai nui,Endangered,Extinct,Endemic,Non_coastal,Peperomia subpetiolata,Piperaceae,Peperomia,subpetiolata,Endangered,0,1,0
Peperomia tetraphylla,762,Peptetr,Dicot,Piperaceae,Peperomia,tetraphylla,335,417,422,402,328,250,0,0,0,0,0,0,1,1,1,1,12382.0542,‘Ala‘ala wai nui,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Peperomia tetraphylla,Piperaceae,Peperomia,tetraphylla,Apparently Secure,0,0,0
Perrottetia sandwicensis,763,Persand,Dicot,Celastraceae,Perrottetia,sandwicensis,336,418,423,403,329,251,0,0,0,0,0,0,1,1,1,1,7027.9407,Olomea,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Perrottetia sandwicensis,Celastraceae,Perrottetia,sandwicensis,Apparently Secure,0,0,0
Peucedanum sandwicense,764,Peusand,Dicot,Apiaceae,Peucedanum,sandwicense,337,419,424,404,330,0,0,0,0,0,0,0,1,1,1,0,1240.74,Makou,Vulnerable,Vulnerable,Endemic,Non_coastal,Peucedanum sandwicense,Apiaceae,Peucedanum,sandwicense,Vulnerable,0,0,0
Phyllanthus distichus,765,Phydist,Dicot,Phyllanthaceae,Phyllanthus,distichus,0,420,425,405,331,252,0,0,0,0,0,0,1,1,1,0,2048.085,P?makani m?h?,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Phyllanthus distichus,Phyllanthaceae,Phyllanthus,distichus,Apparently Secure,0,0,0
Phyllostegia ambigua,766,Phyambi,Dicot,Lamiaceae,Phyllostegia,ambigua,338,421,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2858.8617,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Phyllostegia ambigua,Lamiaceae,Phyllostegia,ambigua,Apparently Secure,0,0,0
Phyllostegia bracteata,767,Phybrac,Dicot,Lamiaceae,Phyllostegia,bracteata,0,422,0,0,0,0,0,0,0,0,0,0,1,1,1,0,248.8446,None,Endangered,Endangered,Endemic,Non_coastal,Phyllostegia bracteata,Lamiaceae,Phyllostegia,bracteata,Endangered,0,1,0
Phyllostegia brevidens,768,Phybrev,Dicot,Lamiaceae,Phyllostegia,brevidens,339,423,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1967.5656,None,Endangered,Endangered,Endemic,Non_coastal,Phyllostegia brevidens,Lamiaceae,Phyllostegia,brevidens,Endangered,0,1,0
Phyllostegia electra,769,Phyelec,Dicot,Lamiaceae,Phyllostegia,electra,0,0,426,0,0,0,0,0,0,0,0,0,1,1,1,0,294.8985,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Phyllostegia electra,Lamiaceae,Phyllostegia,electra,Apparently Secure,0,0,0
Phyllostegia floribunda,770,Phyflor,Dicot,Lamiaceae,Phyllostegia,floribunda,340,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1650.1761,None,Rare,Rare,Endemic,Non_coastal,Phyllostegia floribunda,Lamiaceae,Phyllostegia,floribunda,Rare,0,0,0
Phyllostegia glabra,771,Phyglab,Dicot,Lamiaceae,Phyllostegia,glabra,0,424,0,406,332,253,0,0,0,0,0,0,1,1,1,0,899.9136,Ulihi,"Apparently Secure, including possibly extinct variety",Apparently Secure,Endemic,Non_coastal,Phyllostegia glabra,Lamiaceae,Phyllostegia,glabra,Apparently Secure,0,0,0
Phyllostegia grandiflora,772,Phygran,Dicot,Lamiaceae,Phyllostegia,grandiflora,0,0,0,407,0,0,0,0,0,0,0,0,1,1,1,0,297.342,K?pana,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Phyllostegia grandiflora,Lamiaceae,Phyllostegia,grandiflora,Apparently Secure,0,0,0
Phyllostegia haliakalae,773,Phyhali,Dicot,Lamiaceae,Phyllostegia,haliakalae,0,425,0,0,333,254,0,0,0,0,0,0,1,1,1,0,473.0481,None,Extinct,Extinct,Endemic,Non_coastal,Phyllostegia haliakalae,Lamiaceae,Phyllostegia,haliakalae,Extinct,0,0,0
Phyllostegia helleri,774,Phyhell,Dicot,Lamiaceae,Phyllostegia,helleri,0,0,427,0,0,0,0,0,0,0,0,0,1,1,1,0,298.3977,None,Extinct,Extinct,Endemic,Non_coastal,Phyllostegia helleri,Lamiaceae,Phyllostegia,helleri,Extinct,0,0,0
Phyllostegia hirsuta,775,Phyhirs,Dicot,Lamiaceae,Phyllostegia,hirsuta,0,0,0,408,0,0,0,0,0,0,0,0,1,1,1,0,296.127,None,Endangered,Endangered,Endemic,Non_coastal,Phyllostegia hirsuta,Lamiaceae,Phyllostegia,hirsuta,Endangered,0,1,0
Phyllostegia hispida,776,Phyhisp,Dicot,Lamiaceae,Phyllostegia,hispida,0,0,0,0,334,0,0,0,0,0,0,0,1,1,1,0,58.5495,None,Endangered,Endangered,Endemic,Non_coastal,Phyllostegia hispida,Lamiaceae,Phyllostegia,hispida,Endangered,0,1,0
Phyllostegia kaalaensis,777,Phykaal,Dicot,Lamiaceae,Phyllostegia,kaalaensis,0,0,0,409,0,0,0,0,0,0,0,0,1,1,1,0,49.2777,None,Endangered,Endangered,Endemic,Non_coastal,Phyllostegia kaalaensis,Lamiaceae,Phyllostegia,kaalaensis,Endangered,0,1,0
Phyllostegia kahiliensis,778,Phykahi,Dicot,Lamiaceae,Phyllostegia,kahiliensis,0,0,428,0,0,0,0,0,0,0,0,0,1,1,1,0,0.6813,None,Rare,Rare,Endemic,Non_coastal,Phyllostegia kahiliensis,Lamiaceae,Phyllostegia,kahiliensis,Rare,0,0,0
Phyllostegia knudsenii,779,Phyknud,Dicot,Lamiaceae,Phyllostegia,knudsenii,0,0,429,0,0,0,0,0,0,0,0,0,1,1,1,0,3.0771,None,Endangered,Extinct,Endemic,Non_coastal,Phyllostegia knudsenii,Lamiaceae,Phyllostegia,knudsenii,Endangered,0,1,0
